BS;FG-St;PF-St;*S/*P;SET;G2;G3;ZP;Material;Benennung;Denom.Estruct.;Vorhaben;Cese (Entfall);PRNummer;Fecha SOP;Früh. SOP-Entfall
1;;;;M51;J;;J;579970226M;MAZO SEöAL EMERG.;;27V661R4;27L510B.;+DF9+EL0+L0R+NZ0+T1F;14/06/2027;29/11/2027
1;;;;M51;J;;J;579970226M;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+DF9+EL0+L0R+NZ0+T1F+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;579970226AE;MAZO SEöAL EMERG.;;27V661R4;27L510B.;+D14+EL0+L0R+NZ0+T1F;14/06/2027;29/11/2027
1;;;;M51;J;;J;579970226AE;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+D14+EL0+L0R+NZ0+T1F+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;579970226M;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+DE3+EL0+L0R+NZ0+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226M;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+DE3+EL0+L0R+NZ0+TU6+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;579970226AE;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+EL0+L0R+ME4+NZ0+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226AE;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+EL0+L0R+ME4+NZ0+TU6+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;579970226C;MAZO SEöAL EMERG.;;LZ23646.;LZ23961.;+EL5+F0A+L0R+NZ0;25/11/2024;25/11/2024
2;B-FG;B-FG;;M51;J;;J;579970226H;MAZO SEöAL EMERG.;;LZ23961.;LZ24392.;+EL5+F0A+L0R+NZ0;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970226N;MAZO SEöAL EMERG.;;LZ24392.;26L121B.;+EL5+F0A+L0R+NZ0;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970226AK;MAZO SEöAL EMERG.;;26L121B.;27L188A.;+EL5+F0A+L0R+NZ0;24/11/2025;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226AK;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+EL5+F0A+L0R+NZ0+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226AP;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+EL5+F0A+L0R+NZ0+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226AK;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DF9+EL5+F0A+L0R+NZ0+T1F;14/06/2027;14/06/2027
1;B-FG;B-FG;;M51;J;;J;579970226AP;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DF9+EL5+F0A+L0R+NZ0+T1F;14/06/2027;29/11/2027
2;B-FG;B-FG;;M51;J;;J;579970226AK;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DE3+EL5+F0A+L0R+NZ0+TU6;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226AP;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DE3+EL5+F0A+L0R+NZ0+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226AF;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+D14+EL5+F0A+L0R+NZ0+T1F;14/06/2027;29/11/2027
2;B-FG;B-FG;;M51;J;;J;579970226AF;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+EL5+F0A+L0R+ME4+NZ0+TU6;23/11/2026;29/11/2027
2;B-FG;B-FG;;M51;J;;J;579970226D;MAZO SEöAL EMERG.;;LZ23646.;LZ23961.;+EL5+F0Q+L0R+NZ0;25/11/2024;25/11/2024
2;B-FG;B-FG;;M51;J;;J;579970226J;MAZO SEöAL EMERG.;;LZ23961.;LZ24392.;+EL5+F0Q+L0R+NZ0;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970226P;MAZO SEöAL EMERG.;;LZ24392.;26L121B.;+EL5+F0Q+L0R+NZ0;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970226AL;MAZO SEöAL EMERG.;;26L121B.;27L188A.;+EL5+F0Q+L0R+NZ0;24/11/2025;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226AL;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+EL5+F0Q+L0R+NZ0+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226AQ;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+EL5+F0Q+L0R+NZ0+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226AL;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DF9+EL5+F0Q+L0R+NZ0+T1F;14/06/2027;14/06/2027
1;B-FG;B-FG;;M51;J;;J;579970226AQ;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DF9+EL5+F0Q+L0R+NZ0+T1F;14/06/2027;29/11/2027
2;B-FG;B-FG;;M51;J;;J;579970226AL;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DE3+EL5+F0Q+L0R+NZ0+TU6;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226AQ;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DE3+EL5+F0Q+L0R+NZ0+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226AG;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+D14+EL5+F0Q+L0R+NZ0+T1F;14/06/2027;29/11/2027
2;B-FG;B-FG;;M51;J;;J;579970226AG;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+EL5+F0Q+L0R+ME4+NZ0+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226AA;MAZO SEöAL EMERG.;;27L510B.;;+EI0/EL8+F0A+L0L+NZ2/NZ4+8UH;29/11/2027;31/12/9999
1;;;;M51;J;;J;578970226AB;MAZO SEöAL EMERG.;;27L510B.;;+EI0/EL8+F0Q+L0L+NZ2/NZ4+8UH;29/11/2027;31/12/9999
1;;;;M51;J;;J;578970226AC;MAZO SEöAL EMERG.;;27L510B.;;+EI0/EL8+F0A+L0L+NZ0+8UH+9VI;29/11/2027;31/12/9999
1;;;;M51;J;;J;578970226AD;MAZO SEöAL EMERG.;;27L510B.;;+EI0/EL8+F0Q+L0L+NZ0+8UH+9VI;29/11/2027;31/12/9999
1;;;;M51;J;;J;578970226AE;MAZO SEöAL EMERG.;;27L510B.;;+EI0/EL8+F0A+L0L+NZ0+8RX+8UH;29/11/2027;31/12/9999
1;;;;M51;J;;J;578970226AF;MAZO SEöAL EMERG.;;27L510B.;;+EI0/EL8+F0Q+L0L+NZ0+8RX+8UH;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970226S;MAZO SEöAL EMERG.;;27L510B.;;+EI0/EL8+F0A+L0R+NZ2/NZ4+8UH;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970226T;MAZO SEöAL EMERG.;;27L510B.;;+EI0/EL8+F0Q+L0R+NZ2/NZ4+8UH;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970226AA;MAZO SEöAL EMERG.;;27L510B.;;+EI0/EL8+F0A+L0R+NZ0+8UH+9VI;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970226AB;MAZO SEöAL EMERG.;;27L510B.;;+EI0/EL8+F0Q+L0R+NZ0+8UH+9VI;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970226AC;MAZO SEöAL EMERG.;;27L510B.;;+EI0/EL8+F0A+L0R+NZ0+8RX+8UH;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970226AD;MAZO SEöAL EMERG.;;27L510B.;;+EI0/EL8+F0Q+L0R+NZ0+8RX+8UH;29/11/2027;31/12/9999
E;;;;M51;J;;J;;Leerteil;Leerteil;LZ23646.;;+F0A;16/09/2024;31/12/9999
2;K-FG;K-FG;;M51;J;;J;578970230;MAZO,DIAGNOSTICO;;LZ23646.;LP05598.;+F0Q+L0L+0K3;16/09/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;578970230C;MAZO,DIAGNOSTICO;;LP05598.;27L510B.;+F0Q+L0L+0K3;25/11/2024;29/11/2027
1;;;;M51;J;;J;578970230C;MAZO,DIAGNOSTICO;;27L510B.;28L511A.;+F0Q+L0L+0K3+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;578970230M;MAZO,DIAGNOSTICO;;27L510B.;26L574B.;+F0Q+L0L+0K3+8UH;29/11/2027;29/11/2027
1;;;;M51;J;;J;578970230F;MAZO,DIAGNOSTICO;;26L574B.;;+F0Q+L0L+0K3+2F0;29/11/2027;31/12/9999
1;;;;M51;J;;J;578970230J;MAZO,DIAGNOSTICO;;26L574B.;;+F0Q+L0L+0K3+2F1;29/11/2027;31/12/9999
2;K-FG;K-FG;;M51;J;;J;578970230A;MAZO,DIAGNOSTICO;;LZ23646.;LP05598.;+F0Q+L0L+0K0;16/09/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;578970230D;MAZO,DIAGNOSTICO;;LP05598.;27L510B.;+F0Q+L0L+0K0;25/11/2024;29/11/2027
1;;;;M51;J;;J;578970230D;MAZO,DIAGNOSTICO;;27L510B.;28L511A.;+F0Q+L0L+0K0+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;578970230N;MAZO,DIAGNOSTICO;;27L510B.;26L574B.;+F0Q+L0L+0K0+8UH;29/11/2027;29/11/2027
1;;;;M51;J;;J;578970230G;MAZO,DIAGNOSTICO;;26L574B.;;+F0Q+L0L+0K0+2F0;29/11/2027;31/12/9999
1;;;;M51;J;;J;578970230K;MAZO,DIAGNOSTICO;;26L574B.;;+F0Q+L0L+0K0+2F1;29/11/2027;31/12/9999
2;K-FG;K-FG;;M51;J;;J;578970230B;MAZO,DIAGNOSTICO;;LZ23646.;LP05598.;+F0Q+L0L+0K4;14/10/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;578970230E;MAZO,DIAGNOSTICO;;LP05598.;27L510B.;+F0Q+L0L+0K4;25/11/2024;29/11/2027
1;;;;M51;J;;J;578970230E;MAZO,DIAGNOSTICO;;27L510B.;28L511A.;+F0Q+L0L+0K4+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;578970230P;MAZO,DIAGNOSTICO;;27L510B.;26L574B.;+F0Q+L0L+0K4+8UH;29/11/2027;29/11/2027
1;;;;M51;J;;J;578970230H;MAZO,DIAGNOSTICO;;26L574B.;;+F0Q+L0L+0K4+2F0;29/11/2027;31/12/9999
1;;;;M51;J;;J;578970230L;MAZO,DIAGNOSTICO;;26L574B.;;+F0Q+L0L+0K4+2F1;29/11/2027;31/12/9999
2;K-FG;K-FG;;M51;J;;J;579970230;MAZO,DIAGNOSTICO;;LZ23646.;LP05598.;+F0Q+L0R+0K3;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970230C;MAZO,DIAGNOSTICO;;LP05598.;27L510B.;+F0Q+L0R+0K3;25/11/2024;29/11/2027
1;;;;M51;J;;J;579970230C;MAZO,DIAGNOSTICO;;27L510B.;28L511A.;+F0Q+L0R+0K3+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;579970230M;MAZO,DIAGNOSTICO;;27L510B.;26L574B.;+F0Q+L0R+0K3+8UH;29/11/2027;29/11/2027
1;;;;M51;J;;J;579970230F;MAZO,DIAGNOSTICO;;26L574B.;;+F0Q+L0R+0K3+2F0;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970230J;MAZO,DIAGNOSTICO;;26L574B.;;+F0Q+L0R+0K3+2F1;29/11/2027;31/12/9999
2;K-FG;K-FG;;M51;J;;J;579970230A;MAZO,DIAGNOSTICO;;LZ23646.;LP05598.;+F0Q+L0R+0K0;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970230D;MAZO,DIAGNOSTICO;;LP05598.;27L510B.;+F0Q+L0R+0K0;25/11/2024;29/11/2027
1;;;;M51;J;;J;579970230D;MAZO,DIAGNOSTICO;;27L510B.;28L511A.;+F0Q+L0R+0K0+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;579970230N;MAZO,DIAGNOSTICO;;27L510B.;26L574B.;+F0Q+L0R+0K0+8UH;29/11/2027;29/11/2027
1;;;;M51;J;;J;579970230G;MAZO,DIAGNOSTICO;;26L574B.;;+F0Q+L0R+0K0+2F0;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970230K;MAZO,DIAGNOSTICO;;26L574B.;;+F0Q+L0R+0K0+2F1;29/11/2027;31/12/9999
2;K-FG;K-FG;;M51;J;;J;579970230B;MAZO,DIAGNOSTICO;;LZ23646.;LP05598.;+F0Q+L0R+0K4;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970230E;MAZO,DIAGNOSTICO;;LP05598.;27L510B.;+F0Q+L0R+0K4;25/11/2024;29/11/2027
1;;;;M51;J;;J;579970230E;MAZO,DIAGNOSTICO;;27L510B.;28L511A.;+F0Q+L0R+0K4+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;579970230P;MAZO,DIAGNOSTICO;;27L510B.;26L574B.;+F0Q+L0R+0K4+8UH;29/11/2027;29/11/2027
1;;;;M51;J;;J;579970230H;MAZO,DIAGNOSTICO;;26L574B.;;+F0Q+L0R+0K4+2F0;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970230L;MAZO,DIAGNOSTICO;;26L574B.;;+F0Q+L0R+0K4+2F1;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;578970244D;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0L+0K0/0K4+2PE/2PT+4K5/4K6+5D1;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970244D;MAZO IDENT.CONDUC.;;LZ24704.;26L574B.;+L0L+0K0/0K4+4K5/4K6+5D1+8IY;16/09/2024;29/11/2027
1;;;;M51;J;;J;578970244D;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K0/0K4+2F0+4K5/4K6+5D1+8IY;29/11/2027;31/12/9999
2;K-FG;K-FG;;M51;J;;J;578970244R;MAZO IDENT.CONDUC.;;LZ24704.;26L574B.;+L0L+0K0/0K4+4K5/4K6+5D1+8IV;16/09/2024;29/11/2027
1;;;;M51;J;;J;578970244R;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K0/0K4+2F0+4K5/4K6+5D1+8IV;29/11/2027;31/12/9999
1;;;;M51;J;;J;578970244AF;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K0/0K4+2F1+4K5/4K6+8IY;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;578970244E;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0L+0K0/0K4+2PE/2PT+4K5/4K6+5F1;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970244E;MAZO IDENT.CONDUC.;;LZ24704.;26L574B.;+L0L+0K0/0K4+4K5/4K6+5F1;16/09/2024;29/11/2027
1;;;;M51;J;;J;578970244AA;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K0/0K4+2F0+4K5/4K6+5F1;29/11/2027;31/12/9999
1;;;;M51;J;;J;578970244AD;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K0/0K4+2F1+4K5/4K6+8IV;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;578970244F;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0L+0K0/0K4+2PE/2PT+4I6/4I7+8IY;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970244F;MAZO IDENT.CONDUC.;;LZ24704.;27L121B.;+L0L+0K0/0K4+4I6/4I7+8IY;16/09/2024;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970244AK;MAZO IDENT.CONDUC.;;27L121B.;26L574B.;+L0L+0K0/0K4+4I6/4I7+8IY;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970244AK;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K0/0K4+2F0+4I6/4I7+8IY;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;578970244G;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0L+0K0/0K4+2PE/2PT+4I6/4I7+8IV;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970244G;MAZO IDENT.CONDUC.;;LZ24704.;27L121B.;+L0L+0K0/0K4+4I6/4I7+8IV;16/09/2024;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970244AL;MAZO IDENT.CONDUC.;;27L121B.;26L574B.;+L0L+0K0/0K4+4I6/4I7+8IV;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970244AL;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K0/0K4+2F0+4I6/4I7+8IV;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;578970244M;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0L+0K3+2PE/2PT+4K5/4K6+5D1;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970244M;MAZO IDENT.CONDUC.;;LZ24704.;26L574B.;+L0L+0K3+4K5/4K6+5D1+8IY;16/09/2024;29/11/2027
1;;;;M51;J;;J;578970244M;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K3+2F0+4K5/4K6+5D1+8IY;29/11/2027;31/12/9999
2;K-FG;K-FG;;M51;J;;J;578970244S;MAZO IDENT.CONDUC.;;LZ24704.;26L574B.;+L0L+0K3+4K5/4K6+5D1+8IV;16/09/2024;29/11/2027
1;;;;M51;J;;J;578970244S;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K3+2F0+4K5/4K6+5D1+8IV;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;578970244N;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0L+0K3+2PE/2PT+4K5/4K6+5F1;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970244N;MAZO IDENT.CONDUC.;;LZ24704.;26L574B.;+L0L+0K3+4K5/4K6+5F1;16/09/2024;29/11/2027
1;;;;M51;J;;J;578970244AB;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K3+2F0+4K5/4K6+5F1;29/11/2027;31/12/9999
1;;;;M51;J;;J;578970244AE;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K3+2F1+4K5/4K6+8IV;29/11/2027;31/12/9999
1;;;;M51;J;;J;578970244AG;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K3+2F1+4K5/4K6+8IY;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;578970244P;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0L+0K3+2PE/2PT+4I6/4I7+8IY;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970244P;MAZO IDENT.CONDUC.;;LZ24704.;27L121B.;+L0L+0K3+4I6/4I7+8IY;16/09/2024;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970244AM;MAZO IDENT.CONDUC.;;27L121B.;26L574B.;+L0L+0K3+4I6/4I7+8IY;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970244AM;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K3+2F0+4I6/4I7+8IY;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;578970244Q;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0L+0K3+2PE/2PT+4I6/4I7+8IV;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970244Q;MAZO IDENT.CONDUC.;;LZ24704.;27L121B.;+L0L+0K3+4I6/4I7+8IV;16/09/2024;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970244AN;MAZO IDENT.CONDUC.;;27L121B.;26L574B.;+L0L+0K3+4I6/4I7+8IV;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970244AN;MAZO IDENT.CONDUC.;;26L574B.;;+L0L+0K3+2F0+4I6/4I7+8IV;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;579970244;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0R+0K0/0K4+2PE/2PT+4K5/4K6+5D1;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970244;MAZO IDENT.CONDUC.;;LZ24704.;26L574B.;+L0R+0K0/0K4+4K5/4K6+5D1+8IY;25/11/2024;29/11/2027
1;;;;M51;J;;J;579970244;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K0/0K4+2F0+4K5/4K6+5D1+8IY;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970244R;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K0/0K4+2F1+4K5/4K6+8IY;29/11/2027;31/12/9999
2;K-FG;K-FG;;M51;J;;J;579970244H;MAZO IDENT.CONDUC.;;LZ24704.;26L574B.;+L0R+0K0/0K4+4K5/4K6+5D1+8IV;25/11/2024;29/11/2027
1;;;;M51;J;;J;579970244H;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K0/0K4+2F0+4K5/4K6+5D1+8IV;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970244P;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K0/0K4+2F1+4K5/4K6+8IV;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;579970244A;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0R+0K0/0K4+2PE/2PT+4K5/4K6+5F1;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970244A;MAZO IDENT.CONDUC.;;LZ24704.;26L574B.;+L0R+0K0/0K4+4K5/4K6+5F1;25/11/2024;29/11/2027
1;;;;M51;J;;J;579970244L;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K0/0K4+2F0+4K5/4K6+5F1;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;579970244B;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0R+0K0/0K4+2PE/2PT+4I6/4I7+8IY;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970244B;MAZO IDENT.CONDUC.;;LZ24704.;27L121B.;+L0R+0K0/0K4+4I6/4I7+8IY;25/11/2024;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970244AB;MAZO IDENT.CONDUC.;;27L121B.;26L574B.;+L0R+0K0/0K4+4I6/4I7+8IY;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970244AB;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K0/0K4+2F0+4I6/4I7+8IY;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;579970244C;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0R+0K0/0K4+2PE/2PT+4I6/4I7+8IV;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970244C;MAZO IDENT.CONDUC.;;LZ24704.;27L121B.;+L0R+0K0/0K4+4I6/4I7+8IV;25/11/2024;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970244AC;MAZO IDENT.CONDUC.;;27L121B.;26L574B.;+L0R+0K0/0K4+4I6/4I7+8IV;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970244AC;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K0/0K4+2F0+4I6/4I7+8IV;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;579970244D;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0R+0K3+2PE/2PT+4K5/4K6+5D1;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970244D;MAZO IDENT.CONDUC.;;LZ24704.;26L574B.;+L0R+0K3+4K5/4K6+5D1+8IY;25/11/2024;29/11/2027
1;;;;M51;J;;J;579970244D;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K3+2F0+4K5/4K6+5D1+8IY;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970244S;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K3+2F1+4K5/4K6+8IY;29/11/2027;31/12/9999
2;K-FG;K-FG;;M51;J;;J;579970244J;MAZO IDENT.CONDUC.;;LZ24704.;26L574B.;+L0R+0K3+4K5/4K6+5D1+8IV;25/11/2024;29/11/2027
1;;;;M51;J;;J;579970244J;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K3+2F0+4K5/4K6+5D1+8IV;29/11/2027;31/12/9999
1;;;;M51;J;;J;579970244Q;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K3+2F1+4K5/4K6+8IV;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;579970244E;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0R+0K3+2PE/2PT+4K5/4K6+5F1;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970244E;MAZO IDENT.CONDUC.;;LZ24704.;26L574B.;+L0R+0K3+4K5/4K6+5F1;25/11/2024;29/11/2027
1;;;;M51;J;;J;579970244M;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K3+2F0+4K5/4K6+5F1;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;579970244F;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0R+0K3+2PE/2PT+4I6/4I7+8IY;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970244F;MAZO IDENT.CONDUC.;;LZ24704.;27L121B.;+L0R+0K3+4I6/4I7+8IY;25/11/2024;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970244AD;MAZO IDENT.CONDUC.;;27L121B.;26L574B.;+L0R+0K3+4I6/4I7+8IY;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970244AD;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K3+2F0+4I6/4I7+8IY;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;579970244G;MAZO IDENT.CONDUC.;;LZ23646.;LZ24704.;+L0R+0K3+2PE/2PT+4I6/4I7+8IV;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970244G;MAZO IDENT.CONDUC.;;LZ24704.;27L121B.;+L0R+0K3+4I6/4I7+8IV;25/11/2024;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970244AE;MAZO IDENT.CONDUC.;;27L121B.;26L574B.;+L0R+0K3+4I6/4I7+8IV;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970244AE;MAZO IDENT.CONDUC.;;26L574B.;;+L0R+0K3+2F0+4I6/4I7+8IV;29/11/2027;31/12/9999
2;K-FG;K-FG;;M51;J;;J;578970245;MAZO PANTALLA;;LZ23646.;LP05598.;+L0L+8DG;16/09/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;578970245A;MAZO PANTALLA;;LP05598.;28L511A.;+L0L+8DG;25/11/2024;20/03/2028
1;;;;M51;J;;J;578970245B;MAZO PANTALLA;;27L510B.;;+L0L+8UH;29/11/2027;31/12/9999
2;K-FG;K-FG;;M51;J;;J;579970245;MAZO PANTALLA;;LZ23646.;LP05598.;+L0R+8DG;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970245A;MAZO PANTALLA;;LP05598.;28L511A.;+L0R+8DG;25/11/2024;20/03/2028
